pickup_node,dropoff_node,manhattan_distance,taxi_duration
42430263,5131026400,2202,892
2322155478,561042203,2409,410
3799572065,42428524,6897,1080
4741363705,5022414759,6633,780
42446935,2792781462,2858,773
1695334087,4960503202,5981,467
2709703008,3875119999,1811,337
3944708054,3977886250,930,384
42449961,42445885,2930,720
42430677,5730369215,1796,165
2823299581,4782442661,4663,1260
3670742451,4676426951,2726,540
42433620,4205565513,2523,780
42444991,42443975,444,120
1291420901,42432825,912,391
1773069828,42428524,3288,1620
3985008879,4890320285,2629,660
3842775637,5784518533,3983,480
42446971,42427797,1763,672
42454042,5151708185,5176,660
